"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"hip-to-be-square-sunflower-vine","Sunflower Vine","<p>Sunflower Vine pattern from our Hip-to-be-square collection. Pattern #27-103. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","27-103-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/sunflower-vine.jpg","","","Sunflower Vine - Hip-to-be-square Collection | ColorFlex Wallpaper","Sunflower Vine pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","sunflower-vine","5","Leaves,Centers,Flower,Tulips,Tulips Outline","24x24","straight","SW0053 PORCELAIN,SW6214 UNDERSEAS,SW6394 SEQUIN,SW6395 ALCHEMY,SW0006 TOILE RED,SW7069 IRON ORE","27-103","","",""
"hip-to-be-square-sunflower-vine","Sunflower Vine","<p>Sunflower Vine pattern from our Hip-to-be-square collection. Pattern #27-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","27-103-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/sunflower-vine.jpg","","","Sunflower Vine - Hip-to-be-square Collection | ColorFlex Wallpaper","Sunflower Vine pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","sunflower-vine","5","Leaves,Centers,Flower,Tulips,Tulips Outline","24x24","straight","SW0053 PORCELAIN,SW6214 UNDERSEAS,SW6394 SEQUIN,SW6395 ALCHEMY,SW0006 TOILE RED,SW7069 IRON ORE","27-103","","",""
"hip-to-be-square-moral-copass","Moral Copass","<p>Moral Copass pattern from our Hip-to-be-square collection. Pattern #27 - 101. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","27 - 101-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/moral-copass.jpg","1","Moral Copass pattern thumbnail","Moral Copass - Hip-to-be-square Collection | ColorFlex Wallpaper","Moral Copass pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","moral-copass","5","Background,Scallop,Outter Flowers,Inner Flowers,Outline","24x24","straight","SW6394 SEQUIN,SW6425 RELENTLESS OLIVE,SW6424 TANSY GREEN,SW0039 MELLOW MAUVE,SW6356 COPPER MOUNTAIN,SW6990 CAVIAR","27 - 101","","",""
"hip-to-be-square-moral-copass","Moral Copass","<p>Moral Copass pattern from our Hip-to-be-square collection. Pattern #27 - 101. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","27 - 101-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/moral-copass.jpg","","","Moral Copass - Hip-to-be-square Collection | ColorFlex Wallpaper","Moral Copass pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","moral-copass","5","Background,Scallop,Outter Flowers,Inner Flowers,Outline","24x24","straight","SW6394 SEQUIN,SW6425 RELENTLESS OLIVE,SW6424 TANSY GREEN,SW0039 MELLOW MAUVE,SW6356 COPPER MOUNTAIN,SW6990 CAVIAR","27 - 101","","",""
"hip-to-be-square-moral-copass","Moral Copass","<p>Moral Copass pattern from our Hip-to-be-square collection. Pattern #27 - 101. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","27 - 101-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/moral-copass.jpg","","","Moral Copass - Hip-to-be-square Collection | ColorFlex Wallpaper","Moral Copass pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","moral-copass","5","Background,Scallop,Outter Flowers,Inner Flowers,Outline","24x24","straight","SW6394 SEQUIN,SW6425 RELENTLESS OLIVE,SW6424 TANSY GREEN,SW0039 MELLOW MAUVE,SW6356 COPPER MOUNTAIN,SW6990 CAVIAR","27 - 101","","",""
"hip-to-be-square-versailles","Versailles","<p>Versailles pattern from our Hip-to-be-square collection. Pattern #27-107 . Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","27-107 -wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/versailles.jpg","1","Versailles pattern thumbnail","Versailles - Hip-to-be-square Collection | ColorFlex Wallpaper","Versailles pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","versailles","3","Center,Diamond Pattern,Design","24x24","straight","SW6244 NAVAL,SW6306 CORDIAL,SW7698 STRAW HARVEST,SW0043 PERISTYLE BRASS","27-107 ","","",""
"hip-to-be-square-versailles","Versailles","<p>Versailles pattern from our Hip-to-be-square collection. Pattern #27-107 . Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","27-107 -fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/versailles.jpg","","","Versailles - Hip-to-be-square Collection | ColorFlex Wallpaper","Versailles pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","versailles","3","Center,Diamond Pattern,Design","24x24","straight","SW6244 NAVAL,SW6306 CORDIAL,SW7698 STRAW HARVEST,SW0043 PERISTYLE BRASS","27-107 ","","",""
"hip-to-be-square-versailles","Versailles","<p>Versailles pattern from our Hip-to-be-square collection. Pattern #27-107 . Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","27-107 -decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/versailles.jpg","","","Versailles - Hip-to-be-square Collection | ColorFlex Wallpaper","Versailles pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","versailles","3","Center,Diamond Pattern,Design","24x24","straight","SW6244 NAVAL,SW6306 CORDIAL,SW7698 STRAW HARVEST,SW0043 PERISTYLE BRASS","27-107 ","","",""
"hip-to-be-square-hip-to-be-square-product","Hip To Be Square Product","<p>Hip To Be Square Product pattern from our Hip-to-be-square collection. Pattern #27-209. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","27-209-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/hip-to-be-square-product.jpg","1","Hip To Be Square Product pattern thumbnail","Hip To Be Square Product - Hip-to-be-square Collection | ColorFlex Wallpaper","Hip To Be Square Product pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","hip-to-be-square-product","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW6244 NAVAL","27-209","","",""
"hip-to-be-square-hip-to-be-square-product","Hip To Be Square Product","<p>Hip To Be Square Product pattern from our Hip-to-be-square collection. Pattern #27-209. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","27-209-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/hip-to-be-square-product.jpg","","","Hip To Be Square Product - Hip-to-be-square Collection | ColorFlex Wallpaper","Hip To Be Square Product pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","hip-to-be-square-product","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW6244 NAVAL","27-209","","",""
"hip-to-be-square-hip-to-be-square-product","Hip To Be Square Product","<p>Hip To Be Square Product pattern from our Hip-to-be-square collection. Pattern #27-209. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","27-209-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/hip-to-be-square-product.jpg","","","Hip To Be Square Product - Hip-to-be-square Collection | ColorFlex Wallpaper","Hip To Be Square Product pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","hip-to-be-square-product","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW6244 NAVAL","27-209","","",""
"hip-to-be-square-four-diamonds","Four Diamonds","<p>Four Diamonds pattern from our Hip-to-be-square collection. Pattern #27-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","hip-to-be-square, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","27-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/hip-to-be-square/thumbnails/four-diamonds.jpg","1","Four Diamonds pattern thumbnail","Four Diamonds - Hip-to-be-square Collection | ColorFlex Wallpaper","Four Diamonds pattern from our Hip-to-be-square collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","hip-to-be-square","four-diamonds","5","Outter Edge,Scrolls,Outter Scrolls,Inner Things,Pattern","24x24","straight","SW6371 VANILLIN,SW6396 DIFFERENT GOLD,SW6394 SEQUIN,SW6424 TANSY GREEN,SW2802 ROOKWOOD RED","27-105","","",""
